Commerce Cloud Weekly Product Active Data,,,,,,,
productID,revenueYear,unitsYear,ordersYear,impressionsYear,viewsYear,avgSalesPriceYear,conversionYear
7.02E+11,1920.8,393,392,41841,3250,4.9,0.010116
7.02E+11,17713.4,356,310,10880,6826,57.14,0.008
7.02E+11,168854,2033,1723,28825,10835,98,0.044464
7.02E+11,929539.4,2612,2110,29934,9411,440.54,0.05445
7.02E+11,257280.24,3475,3108,61154,28469,82.78,0.080205
7.02E+11,11893.44,166,156,5932,1203,76.24,0.004026
7.02E+11,611548.14,4883,4074,82370,23347,150.11,0.105133
7.02E+11,2492.25,28,25,538,184,99.69,0.000645
7.02E+11,1277205.79,846,679,65353,9471,1881.01,0.017522
7.02E+11,75777,472,402,13996,2457,188.5,0.010374
7.02E+11,33493.95,7212,7203,69774,34467,4.65,0.18588
7.02E+11,20491.8,428,357,38908,3531,57.4,0.009213
7.02E+11,131689.12,1831,1828,24542,6448,72.04,0.047173
7.02E+11,205198.8,4858,4456,36846,19794,46.05,0.114991
7.02E+11,22157.1,146,126,7085,1042,175.85,0.003252
7.02E+11,2393.94,18,17,825,255,140.82,0.000439
7.02E+11,49734.3,406,385,15117,2958,129.18,0.009935
7.02E+11,14572.44,821,786,15053,4636,18.54,0.020283
7.02E+11,15932.7,1155,1134,45930,7440,14.05,0.029264
7.02E+11,24189.2,381,326,38884,4113,74.2,0.008413
7.02E+11,6516.1,201,170,8726,4833,38.33,0.004387
7.02E+11,29750.28,1304,1284,19022,5067,23.17,0.033135
7.02E+11,100900.03,2267,2221,67219,30127,45.43,0.057315
7.02E+11,12226.2,547,497,6099,2283,24.6,0.012826
7.02E+11,15338.3,1123,941,27418,7692,16.3,0.024283
7.02E+11,46361.77,1380,1183,21427,5310,39.19,0.030528
7.02E+11,1078.01,44,43,1778,608,25.07,0.00111
7.02E+11,6470.2,425,374,8065,2787,17.3,0.009651
7.02E+11,33866.82,1063,1059,9161,5241,31.98,0.027328
7.02E+11,3571.54,292,263,6004,1519,13.58,0.006787
7.02E+11,5383.56,1224,1092,21822,8226,4.93,0.02818
7.02E+11,154.56,24,21,1608,231,7.36,0.000542
7.02E+11,34972.65,7780,6417,111327,32689,5.45,0.165597
7.02E+11,65209.8,1967,1732,57014,24743,37.65,0.044696
7.02E+11,78729.36,2882,2712,23830,9665,29.03,0.069986
7.02E+11,13692,4465,3912,41002,17775,3.5,0.100953
7.02E+11,1016.19,68,63,1679,666,16.13,0.001626
7.02E+11,4930.5,391,346,32920,4542,14.25,0.008929
7.02E+11,137349.81,3502,3231,50970,25226,42.51,0.083379
7.02E+11,15838.74,520,486,15242,5380,32.59,0.012542
7.02E+11,27113.91,1250,1223,31529,14089,22.17,0.031561
7.02E+11,3405.15,347,315,31110,6612,10.81,0.008129
7.02E+11,59245.03,918,793,18449,4795,74.71,0.020464
7.02E+11,60843.7,643,589,11952,2460,103.3,0.0152
7.02E+11,155619.36,2189,1956,47148,15677,79.56,0.050476
7.02E+11,248627.47,1815,1697,51174,7861,146.51,0.043793
7.02E+11,19451.82,169,151,5968,1908,128.82,0.003897
7.02E+11,563578.65,4773,4665,69633,25577,120.81,0.120385
7.02E+11,76282.72,1047,874,37677,7966,87.28,0.022554
7.02E+11,489456.1,5077,4945,56309,25384,98.98,0.12761
7.02E+11,16752.45,970,781,21829,5906,21.45,0.020154
7.02E+11,45907.9,1526,1255,21628,13933,36.58,0.032386
7.02E+11,18270.21,729,723,28927,9490,25.27,0.018658
7.02E+11,43864.26,3327,2706,27590,11356,16.21,0.069831
7.02E+11,332917.76,3142,3136,75591,24555,106.16,0.080927
7.02E+11,4921.92,82,72,3688,503,68.36,0.001858
7.02E+11,49704.47,892,719,30118,6369,69.13,0.018554
7.02E+11,8073.66,1068,987,75187,18379,8.18,0.02547
7.02E+11,34629.48,2373,1926,42668,7393,17.98,0.049702
7.02E+11,24008.76,714,612,13469,6308,39.23,0.015793
7.02E+11,14183.61,1043,959,66764,12735,14.79,0.024748
7.02E+11,63146.38,1686,1457,33172,6846,43.34,0.037599
7.02E+11,18666.34,882,713,19081,4432,26.18,0.0184
7.02E+11,3643.2,216,198,10946,1422,18.4,0.00511
7.02E+11,1598.52,263,231,5167,2398,6.92,0.005961
7.02E+11,36552.92,1158,1108,61217,7507,32.99,0.028593
7.02E+11,92553.12,1660,1584,43699,7549,58.43,0.040877
7.02E+11,3148.6,421,346,8457,3472,9.1,0.008929
7.02E+11,16223.7,1294,1230,57832,11925,13.19,0.031741
7.02E+11,5830.8,632,565,19360,5875,10.32,0.01458
7.02E+11,9312.48,288,261,11414,5409,35.68,0.006735
7.02E+11,3459.92,300,244,16658,3149,14.18,0.006297
7.02E+11,50731.2,2958,2439,89412,30974,20.8,0.062941
7.02E+11,12262.05,546,465,6604,3129,26.37,0.012
7.02E+11,110730.59,2340,2021,47037,10724,54.79,0.052154
7.02E+11,40567.8,1116,910,62855,6385,44.58,0.023483
7.02E+11,46728.3,1589,1429,30406,7276,32.7,0.036877
7.02E+11,22597.53,776,753,12533,2977,30.01,0.019432
7.02E+11,30852.58,1410,1342,57011,9613,22.99,0.034632
7.02E+11,9838.4,3567,2860,55373,13297,3.44,0.073805
7.02E+11,15858.78,455,366,26132,2768,43.33,0.009445
7.02E+11,61805.37,1750,1437,25296,11241,43.01,0.037083
7.02E+11,4110.08,467,416,11312,644,9.88,0.010735
7.02E+11,123710.62,3845,3113,41657,15677,39.74,0.080334
7.02E+11,13910.4,746,720,13310,3302,19.32,0.01858
7.02E+11,100592.8,3792,3220,98801,18466,31.24,0.083095
7.02E+11,113778,6455,5418,77574,22412,21,0.139816
7.02E+11,50919.81,1869,1707,38016,11846,29.83,0.044051
7.02E+11,8801.32,569,482,18308,5125,18.26,0.012438
7.02E+11,275.08,13,13,293,38,21.16,0.000335
7.02E+11,9885.92,472,451,12124,2415,21.92,0.011638
7.02E+11,931,415,350,13954,4781,2.66,0.009032
7.02E+11,3221.52,477,433,10475,2391,7.44,0.011174
7.02E+11,3866.56,290,281,13088,2980,13.76,0.007251
7.02E+11,1882.56,478,444,28069,5996,4.24,0.011458
7.02E+11,7199.5,204,170,1810,1067,42.35,0.004387
7.02E+11,7344.5,1114,925,8593,4215,7.94,0.02387
7.02E+11,17651.69,481,461,7534,2845,38.29,0.011897
7.02E+11,7560.42,425,383,21043,7763,19.74,0.009884
7.02E+11,136077.6,3412,2883,38981,14217,47.2,0.074398
7.02E+11,402.28,136,113,7087,1270,3.56,0.002916
7.02E+11,17145.8,797,662,28351,11701,25.9,0.017084
7.02E+11,6050.52,97,84,4964,913,72.03,0.002168
7.02E+11,18370.72,353,304,4590,1583,60.43,0.007845
7.02E+11,81848.2,1582,1267,47557,12098,64.6,0.032696
7.02E+11,18842.8,346,326,4404,1467,57.8,0.008413
7.02E+11,7319.78,116,94,6046,648,77.87,0.002426
7.02E+11,183894.44,1346,1258,20520,7283,146.18,0.032464
7.02E+11,230664.36,1821,1626,41072,9116,141.86,0.04196
7.02E+11,762198.61,6646,5371,58383,38635,141.91,0.138604
7.02E+11,16916.9,301,286,11652,4747,59.15,0.00738
7.02E+11,5036.9,212,209,24024,4688,24.1,0.005393
7.02E+11,123500.16,2073,2016,18255,10478,61.26,0.052025
7.02E+11,57584.04,1072,887,30482,10163,64.92,0.02289
7.02E+11,1045549.06,3344,3202,32848,20791,326.53,0.082631
7.02E+11,423468.96,958,787,9918,4860,538.08,0.020309
7.02E+11,7844.94,138,123,9369,1048,63.78,0.003174
7.02E+11,91059.58,908,739,27034,7578,123.22,0.019071
7.02E+11,15834,374,300,8627,2014,52.78,0.007742
7.02E+11,8523,303,300,57732,8556,28.41,0.007742
7.02E+11,8701.65,1092,951,10200,4593,9.15,0.024541
7.02E+11,9176.79,2018,1869,30382,13321,4.91,0.048231
7.02E+11,5582.1,260,230,66734,7902,24.27,0.005935
7.02E+11,45427.4,1903,1724,23852,8226,26.35,0.044489
7.02E+11,27756.91,1279,1051,18914,4236,26.41,0.027122
7.02E+11,7173.18,145,126,3052,855,56.93,0.003252
7.02E+11,36980.65,1652,1577,24310,13604,23.45,0.040696
7.02E+11,51803.7,1256,1077,35753,19477,48.1,0.027793
7.02E+11,53660.54,2634,2633,19162,10986,20.38,0.067947
7.02E+11,3208.5,105,90,15165,4709,35.65,0.002323
7.02E+11,89719.68,2254,2252,83823,30668,39.84,0.058115
7.02E+11,2337.09,689,651,29613,3123,3.59,0.0168
7.02E+11,10815,371,350,13791,2458,30.9,0.009032
7.02E+11,35463.33,3438,2799,47782,18715,12.67,0.072231
7.02E+11,195910.52,7349,6526,64844,19910,30.02,0.168409
7.02E+11,10390.77,311,249,11839,1763,41.73,0.006426
7.02E+11,66482.62,1476,1202,17038,8856,55.31,0.031019
7.02E+11,93853.5,2427,1950,30729,9972,48.13,0.050322
7.02E+11,29270.7,3776,3330,46283,20724,8.79,0.085934
7.02E+11,5086.35,325,267,6677,2344,19.05,0.00689
7.02E+11,104152.49,4328,3679,65717,26538,28.31,0.09494
7.02E+11,322.92,30,26,812,279,12.42,0.000671
7.02E+11,2278.25,384,325,24250,3145,7.01,0.008387
7.02E+11,1441.17,294,239,12131,4065,6.03,0.006168
7.02E+11,27673.24,737,686,9822,5338,40.34,0.017703
7.02E+11,16857.54,5220,4722,83811,39352,3.57,0.121856
7.02E+11,5974.02,636,621,40974,14008,9.62,0.016025
7.02E+11,1391.58,98,81,3764,369,17.18,0.00209
7.02E+11,14269.35,1385,1255,37441,12694,11.37,0.032386
7.02E+11,52659.44,1291,1076,57147,12488,48.94,0.027767
7.02E+11,17800.32,638,584,11524,5329,30.48,0.015071
7.02E+11,25640.19,2007,1983,62312,22498,12.93,0.051173
7.02E+11,34926.12,1359,1314,44736,6710,26.58,0.033909
7.02E+11,20487.87,5175,4563,67914,19596,4.49,0.117752
7.02E+11,17805.08,511,482,13380,3365,36.94,0.012438
7.02E+11,24.39,1,1,104,44,24.39,0.000026
7.02E+11,51664.23,1218,1119,30609,6981,46.17,0.028877
7.02E+11,21817.8,2901,2635,52015,14255,8.28,0.067999
7.02E+11,29263.7,827,706,43560,4384,41.45,0.018219
7.02E+11,2295,162,150,7584,846,15.3,0.003871
7.02E+11,7985.6,173,161,12529,2173,49.6,0.004155
7.02E+11,9114.82,292,286,21215,2476,31.87,0.00738
7.02E+11,121977.24,2223,1806,19720,8510,67.54,0.046605
7.02E+11,183090.4,3150,2897,50093,17871,63.2,0.07476
7.02E+11,243592.54,440,437,31520,8355,557.42,0.011277
7.02E+11,6999.92,40,34,1097,285,205.88,0.000877
7.02E+11,199760.86,3216,3061,105944,19787,65.26,0.078992
7.02E+11,112582.4,2155,1960,53864,33751,57.44,0.05058
7.02E+11,278943.68,3945,3466,74948,22086,80.48,0.089443
7.02E+11,14593.35,336,271,36223,4372,53.85,0.006993
7.02E+11,27699.6,349,328,14478,2935,84.45,0.008464
7.02E+11,250430.95,2489,2243,81895,38298,111.65,0.057883
7.02E+11,129389.04,3983,3366,39095,15669,38.44,0.086863
7.02E+11,25961.52,504,424,6607,2091,61.23,0.010942
7.02E+11,69552.5,1342,1075,15406,9349,64.7,0.027741
7.02E+11,29310.4,1205,1120,20515,9617,26.17,0.028903
7.02E+11,375081.2,5385,4420,92286,30440,84.86,0.114062
7.02E+11,10451.85,194,177,9620,3451,59.05,0.004568
7.02E+11,29261.52,799,684,32499,5776,42.78,0.017651
7.02E+11,3627.48,157,148,9305,2269,24.51,0.003819
7.02E+11,13535.82,454,417,19685,8480,32.46,0.010761
7.02E+11,16280.08,2311,2066,74333,20487,7.88,0.053315
7.02E+11,6277.52,298,262,9928,1089,23.96,0.006761
7.02E+11,13533.73,576,487,13077,4344,27.79,0.012567
7.02E+11,10328.4,307,285,6751,2505,36.24,0.007355
7.02E+11,28017.36,730,654,18385,4479,42.84,0.016877
7.02E+11,170760.96,3713,3294,66699,17637,51.84,0.085005
7.02E+11,29898.88,3262,3014,103133,39523,9.92,0.077779
7.02E+11,10378.32,521,498,52971,5750,20.84,0.012851
7.02E+11,50696.49,2607,2131,34441,10579,23.79,0.054992
7.02E+11,168129.78,4416,3822,63705,29962,43.99,0.09863
7.02E+11,19403.3,1148,1046,11675,5212,18.55,0.026993
7.02E+11,30257.04,3972,3768,44488,14411,8.03,0.097237
7.02E+11,1727,66,55,1245,508,31.4,0.001419
7.02E+11,92519.25,4453,4215,61643,22803,21.95,0.108772
7.02E+11,6670,345,290,22772,2975,23,0.007484
7.02E+11,37099.2,1975,1888,62681,9784,19.65,0.048722
7.02E+11,6321.18,283,274,7225,1908,23.07,0.007071
7.02E+11,15026.16,892,822,27780,10827,18.28,0.021212
7.02E+11,1566.76,99,92,3288,670,17.03,0.002374
7.02E+11,34481.84,2741,2558,54368,10232,13.48,0.066012
7.02E+11,96845.52,2932,2712,65914,18997,35.71,0.069986
7.02E+11,1323.08,410,341,22505,5672,3.88,0.0088
7.02E+11,1342.2,62,60,2248,689,22.37,0.001548
7.02E+11,44128.24,1345,1124,25360,8848,39.26,0.029006
7.02E+11,23954.7,1016,935,14282,7046,25.62,0.024129
7.02E+11,13223.56,333,332,18788,4051,39.83,0.008568
7.02E+11,29866.18,7236,6521,67433,25900,4.58,0.16828
7.02E+11,3324.75,1507,1209,22112,11228,2.75,0.031199
7.02E+11,10572.55,1921,1795,46657,18290,5.89,0.046322
7.02E+11,108728.6,2109,1921,73114,24429,56.6,0.049573
7.02E+11,149107.85,3737,3335,60844,25780,44.71,0.086063
7.02E+11,5573.68,157,148,24643,1751,37.66,0.003819
7.02E+11,40980.55,992,871,72249,12320,47.05,0.022477
7.02E+11,4046.85,405,391,12214,2507,10.35,0.01009
7.02E+11,132773.59,4824,4747,94193,42637,27.97,0.122501
7.02E+11,34636.81,719,703,78332,11172,49.27,0.018142
7.02E+11,2907.18,348,279,14663,2369,10.42,0.0072
7.02E+11,26000.65,1284,1105,69124,8248,23.53,0.028516
7.02E+11,35648.5,2045,1718,18220,6096,20.75,0.044335
7.02E+11,38304,1183,1050,52407,14892,36.48,0.027096
7.02E+11,5634.36,200,188,7333,1061,29.97,0.004852
7.02E+11,11572.46,521,454,58247,6552,25.49,0.011716
7.02E+11,37689.25,1126,1025,41122,20978,36.77,0.026451
7.02E+11,5284.56,329,291,19198,6606,18.16,0.00751
7.02E+11,20642.5,1436,1150,50996,14887,17.95,0.029677
7.02E+11,4375.25,1165,1075,19461,6954,4.07,0.027741
7.02E+11,4542.82,221,197,12338,3844,23.06,0.005084
7.02E+11,11551.4,1444,1295,21191,6485,8.92,0.033419
7.02E+11,11354.4,1043,996,33847,18466,11.4,0.025703
7.02E+11,48339.09,2843,2699,36927,12011,17.91,0.06965
7.02E+11,41856.96,782,739,47795,6660,56.64,0.019071
7.02E+11,13071.45,759,633,7375,3697,20.65,0.016335
7.02E+11,5188.84,147,146,3071,1011,35.54,0.003768
7.02E+11,1625.16,94,87,8043,2124,18.68,0.002245
7.02E+11,4657.32,228,204,2905,781,22.83,0.005264
7.02E+11,27660.2,1178,1004,17454,6759,27.55,0.025909
7.02E+11,10370,273,244,6127,3328,42.5,0.006297
7.02E+11,13526.1,383,342,16731,2023,39.55,0.008826
7.02E+11,7451.26,904,886,17815,5353,8.41,0.022864
7.02E+11,63234.58,2723,2179,88388,42788,29.02,0.056231
7.02E+11,55915.2,6388,5295,72431,31544,10.56,0.136642
7.02E+11,11321.04,281,258,8038,4496,43.88,0.006658
7.02E+11,11595.36,980,952,71706,13805,12.18,0.024567
7.02E+11,202257,3945,3405,47180,21502,59.4,0.087869
7.02E+11,124028.74,2354,2189,36145,17449,56.66,0.056489
7.02E+11,58454.22,1144,1023,31654,5320,57.14,0.026399
7.02E+11,4261.26,65,58,3504,576,73.47,0.001497
7.02E+11,10434,131,111,3592,765,94,0.002864
7.02E+11,34390.6,482,461,30767,6829,74.6,0.011897
7.02E+11,501544.8,4921,4920,75402,37619,101.94,0.126965
7.02E+11,419023.65,4456,3723,49073,14761,112.55,0.096075
7.02E+11,27161.88,341,302,18706,1465,89.94,0.007793
7.02E+11,46468.8,753,630,58510,19079,73.76,0.016258
7.02E+11,127857,2212,1955,70459,29443,65.4,0.050451
7.02E+11,491726.82,4688,4231,35256,19426,116.22,0.109185
7.02E+11,15570.66,1984,1981,90973,20695,7.86,0.051122
7.02E+11,355.6,8,7,738,146,50.8,0.000181
7.02E+11,13791.89,2834,2699,52016,17161,5.11,0.06965
7.02E+11,18588.5,2024,1645,79413,13735,11.3,0.042451
7.02E+11,15896.96,504,472,11401,4246,33.68,0.01218
7.02E+11,120939.52,2554,2528,25107,13461,47.84,0.065237
7.02E+11,40483.5,1106,985,38826,19753,41.1,0.025419
7.02E+11,186144.2,4860,4220,57275,20992,44.11,0.108901
7.02E+11,34653.45,868,845,25594,3929,41.01,0.021806
7.02E+11,10907.82,4870,4722,61047,29261,2.31,0.121856
7.02E+11,29579.16,1320,1132,58992,12913,26.13,0.029212
7.02E+11,1457.7,47,43,891,278,33.9,0.00111
7.02E+11,1033.68,187,177,2676,743,5.84,0.004568
7.02E+11,2618.07,738,637,21149,3267,4.11,0.016438
7.02E+11,1903.44,175,154,1482,820,12.36,0.003974
7.02E+11,29201.28,1867,1608,76613,23959,18.16,0.041496
7.02E+11,418.86,19,18,1737,327,23.27,0.000465
7.02E+11,19950,787,750,11087,4233,26.6,0.019354
7.02E+11,49342.82,1902,1601,40367,7947,30.82,0.041315
7.02E+11,10105.65,311,255,14585,5297,39.63,0.006581
7.02E+11,38473.71,869,851,30760,4979,45.21,0.021961
7.02E+11,26594.68,663,532,20777,3765,49.99,0.013729
7.02E+11,4743.06,402,322,33465,3460,14.73,0.00831
7.02E+11,91817.68,3803,3077,36926,11511,29.84,0.079405
7.02E+11,34359.45,957,785,20053,5105,43.77,0.020258
7.02E+11,11279.16,382,323,8013,1986,34.92,0.008335
7.02E+11,18662.35,428,355,11628,2927,52.57,0.009161
7.02E+11,18940.68,449,396,26682,5247,47.83,0.010219
7.02E+11,154684.6,7263,7060,94422,33437,21.91,0.18219
7.02E+11,126504.17,6790,5827,89195,41726,21.71,0.150371
7.02E+11,84857.62,3020,2566,29781,10510,33.07,0.066218
7.02E+11,49214.69,1700,1393,38300,7342,35.33,0.035948
7.02E+11,24495.75,617,513,25548,9170,47.75,0.013238
7.02E+11,19835.79,916,843,15198,4061,23.53,0.021754
7.02E+11,89232,473,390,20188,2094,228.8,0.010064
7.02E+11,56058.32,3685,3557,57444,19554,15.76,0.091792
7.02E+11,35179.85,927,857,14561,3776,41.05,0.022116
7.02E+11,6978.54,337,321,9048,2177,21.74,0.008284
7.02E+11,19677.84,690,689,18596,10685,28.56,0.01778
7.02E+11,17904,1296,1119,14440,7949,16,0.028877
7.02E+11,312,49,40,879,202,7.8,0.001032
7.02E+11,1227305.52,427,406,31073,6367,3022.92,0.010477
7.02E+11,243539.48,564,524,14434,2811,464.77,0.013522
7.02E+11,5600.4,303,260,4674,1408,21.54,0.00671
7.02E+11,111391.28,10136,9737,78401,34988,11.44,0.251272
7.02E+11,19721.2,545,470,19775,9919,41.96,0.012129
7.02E+11,40802.58,1379,1222,36144,11307,33.39,0.031535
7.02E+11,44732.94,1177,1022,82178,10137,43.77,0.026374
7.02E+11,73101.14,5580,4753,37412,19696,15.38,0.122656
7.02E+11,34337.52,1198,1134,39782,5315,30.28,0.029264
7.02E+11,29153.52,910,818,34721,5508,35.64,0.021109
7.02E+11,31490.08,937,776,39797,11459,40.58,0.020025
7.02E+11,20649.4,1925,1541,26318,9879,13.4,0.039767
7.02E+11,13296.15,544,441,29478,7574,30.15,0.01138
7.02E+11,2586.15,70,63,1728,324,41.05,0.001626
7.02E+11,8063.44,592,476,15543,2421,16.94,0.012284
7.02E+11,3050.16,455,426,6759,3210,7.16,0.010993
7.02E+11,1770.37,51,49,2269,827,36.13,0.001264
7.02E+11,4823.97,134,113,2590,812,42.69,0.002916
7.02E+11,25143.48,1118,1116,26439,7529,22.53,0.028799
7.02E+11,69258,1569,1275,38700,10302,54.32,0.032903
7.02E+11,49908.71,4088,3277,105012,35909,15.23,0.084566
7.02E+11,216488.8,6467,5392,72055,28184,40.15,0.139145
7.02E+11,8593.98,298,258,6913,1391,33.31,0.006658
7.02E+11,50643.92,1314,1268,21442,11644,39.94,0.032722
7.02E+11,383900.82,7226,6509,103460,35106,58.98,0.167971
7.02E+11,763.27,137,127,3731,2024,6.01,0.003277
7.02E+11,3341.94,85,73,3424,923,45.78,0.001884
7.02E+11,79385.88,4000,3522,54973,14059,22.54,0.090888
7.02E+11,156193.2,3504,3027,34432,22793,51.6,0.078115
7.02E+11,10327.2,759,662,31374,6769,15.6,0.017084
7.02E+11,14824.8,413,355,11352,3350,41.76,0.009161
7.02E+11,29596.64,814,776,17149,5746,38.14,0.020025
7.02E+11,100583.92,3220,3176,44729,21266,31.67,0.08196
7.02E+11,9274.5,300,270,11342,1074,34.35,0.006968
7.02E+11,19868.49,1867,1539,15244,8339,12.91,0.039715
7.02E+11,14386.96,360,322,33435,4739,44.68,0.00831
7.02E+11,25314.2,3195,2693,45144,10511,9.4,0.069495
7.02E+11,20774,856,799,11609,3495,26,0.020619
7.02E+11,299175.9,9969,8322,67191,32545,35.95,0.214757
7.02E+11,4736.16,156,144,1665,461,32.89,0.003716
7.02E+11,9890.16,704,609,50309,4783,16.24,0.015716
7.02E+11,54905.41,3683,3451,33511,13025,15.91,0.089056
7.02E+11,26429.88,968,857,12544,5150,30.84,0.022116
7.02E+11,8523.69,294,259,10235,862,32.91,0.006684
7.02E+11,11890.26,912,873,45687,16675,13.62,0.022529
7.02E+11,16443.25,489,425,11684,6203,38.69,0.010968
7.02E+11,60385.52,2142,1873,29975,8439,32.24,0.048334
7.02E+11,155784.14,3423,3158,60237,19480,49.33,0.081495
7.02E+11,26601.75,1782,1689,39485,14216,15.75,0.043586
7.02E+11,231328.13,6797,5753,50105,33516,40.21,0.148461
7.02E+11,104227.05,3798,3061,40667,21926,34.05,0.078992
7.02E+11,2017.8,345,295,20164,2095,6.84,0.007613
7.02E+11,5959.4,188,166,9967,1221,35.9,0.004284
7.02E+11,13898.4,263,240,7251,1254,57.91,0.006193
7.02E+11,31008,3151,3040,88261,36198,10.2,0.07845
7.02E+11,12257.64,463,431,21385,4155,28.44,0.011122
7.02E+11,5998.08,297,264,14907,1617,22.72,0.006813
7.02E+11,63854.67,2273,1969,47879,9451,32.43,0.050812
7.02E+11,52400.32,2376,2198,67281,22244,23.84,0.056721
7.02E+11,66988.44,2402,2348,45627,23123,28.53,0.060592
7.02E+11,658.32,89,78,7177,1075,8.44,0.002013
7.02E+11,16219.06,660,583,29813,4790,27.82,0.015045
7.02E+11,1121.4,88,84,14912,2399,13.35,0.002168
7.02E+11,91104.8,2808,2423,33830,10314,37.6,0.062528
7.02E+11,21372.12,3362,3084,35184,14201,6.93,0.079585
7.02E+11,118140.32,3230,3169,72369,22401,37.28,0.081779
7.02E+11,2743.18,74,74,1441,500,37.07,0.00191
7.02E+11,15605.82,566,543,22979,2633,28.74,0.014013
7.02E+11,7188.72,1705,1556,35634,9201,4.62,0.040154
7.02E+11,3490,590,500,10160,3560,6.98,0.012903
7.02E+11,12286.89,263,231,18362,5115,53.19,0.005961
7.02E+11,7180.29,169,153,4492,1064,46.93,0.003948
7.02E+11,13594.9,894,727,7627,4343,18.7,0.018761
7.02E+11,71373.12,2035,1677,40998,13752,42.56,0.043277
7.02E+11,9329.32,620,572,14357,2264,16.31,0.014761
7.02E+11,4385.88,150,124,10829,1623,35.37,0.0032
7.02E+11,10847.36,1110,997,40855,9141,10.88,0.025728
7.02E+11,45829.8,1289,1215,44356,9225,37.72,0.031354
7.02E+11,1839.76,61,58,2623,1071,31.72,0.001497
7.02E+11,13045.79,748,677,26726,11789,19.27,0.017471
7.02E+11,33160.32,947,909,12962,6052,36.48,0.023458
7.02E+11,6560.82,1314,1143,85122,23582,5.74,0.029496
7.02E+11,10348.8,305,294,13897,6432,35.2,0.007587
7.02E+11,103668.3,2068,2061,37166,9302,50.3,0.053186
7.02E+11,129983.12,3772,3772,39825,14412,34.46,0.09734
7.02E+11,36654.42,846,814,27988,11558,45.03,0.021006
7.02E+11,2244.34,818,697,51392,13952,3.22,0.017987
7.02E+11,12675.32,1633,1561,54963,9596,8.12,0.040283
7.02E+11,86083.2,3136,2562,72507,34915,33.6,0.066115
7.02E+11,102035.35,1863,1735,32010,16468,58.81,0.044773
7.02E+11,54999.45,1579,1353,25783,14322,40.65,0.034915
7.02E+11,52712.53,1138,923,8996,3267,57.11,0.023819
7.02E+11,20083.35,3337,3085,53059,17012,6.51,0.079611
7.02E+11,21402.76,1715,1654,28827,16142,12.94,0.042683
7.02E+11,19703.64,545,506,17672,5254,38.94,0.013058
7.02E+11,62413.12,1412,1192,20345,5923,52.36,0.030761
7.02E+11,2083.84,391,352,55653,8538,5.92,0.009084
7.02E+11,13383.04,804,704,19499,4561,19.01,0.018167
7.02E+11,506.77,17,17,841,249,29.81,0.000439
7.02E+11,22293,942,900,27911,11070,24.77,0.023225
7.02E+11,118578.57,3195,2757,63186,29301,43.01,0.071147
7.02E+11,61367,2306,2180,33629,10087,28.15,0.056257
7.02E+11,4969.15,149,149,13845,1838,33.35,0.003845
7.02E+11,1480.53,54,51,1248,467,29.03,0.001316
7.02E+11,86294.72,2497,2188,88863,9631,39.44,0.056463
7.02E+11,175113.12,4869,4368,59680,18851,40.09,0.11272
7.02E+11,24901.03,633,511,5619,2635,48.73,0.013187
7.02E+11,6574.35,248,205,2992,1064,32.07,0.00529
7.02E+11,55508.85,1565,1263,30013,8371,43.95,0.032593
7.02E+11,151000.89,6235,5477,64156,32844,27.57,0.141339
7.02E+11,13701.66,866,798,19197,10411,17.17,0.020593
7.02E+11,6747.84,374,352,20569,3577,19.17,0.009084
